pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
6ewc;G;2019-07-08;2017-11-03;0;9
6fmq;D;2019-07-08;2018-02-02;0;5
6g0q;B;2019-07-08;2018-03-19;0;10
6ben;A;2019-07-08;2017-10-25;0;7
6eqx;D;2019-07-08;2017-10-16;0;5
6gkg;I;2019-07-08;2018-05-20;0;6
6b74;A;2019-07-08;2017-10-03;0;9
6ber;A;2019-07-08;2017-10-25;0;8
6beu;A;2019-07-08;2017-10-25;0;11
6eop;F;2019-07-08;2017-10-10;0;8
6f09;A;2019-07-08;2017-11-17;0;7
6g6x;P;2019-07-08;2018-04-03;0;9
6bf3;A;2019-07-08;2017-10-25;0;5
6cd9;B;2019-07-08;2018-02-08;0;4
6dn6;B;2019-07-08;2018-06-06;0;4
6ei2;C;2019-07-08;2017-09-16;0;10
6evh;A;2019-07-08;2017-11-01;0;6
6ewa;G;2019-07-08;2017-11-03;0;9
6bes;A;2019-07-08;2017-10-25;0;9
6bf5;A;2019-07-08;2017-10-25;0;5
6dat;E;2019-07-08;2018-05-02;0;16
6dtg;B;2019-07-08;2018-06-16;0;6
6gpz;E;2019-07-08;2018-06-07;0;3
6eww;G;2019-07-08;2017-11-06;0;8
6gb7;R;2019-07-08;2018-04-13;0;5
6c5x;G;2019-07-08;2018-01-17;0;5
6d83;T;2019-07-08;2018-04-25;0;13
5yy4;B;2019-07-08;2017-12-07;0;8
5z94;C;2019-07-08;2018-02-02;0;7
5ytk;K;2019-07-08;2017-11-18;0;8
5yba;D;2019-07-08;2017-09-04;0;5
5z8h;B;2019-07-08;2018-01-31;0;7
3tbv;L;2019-07-08;2011-08-08;0;9
3fqt;C;2019-07-08;2009-01-07;0;9
3ufm;B;2019-07-08;2011-11-01;0;4
3fqx;C;2019-07-08;2009-01-07;0;9
5txs;C;2019-07-08;2016-11-17;0;9
4wyu;D;2019-07-08;2014-11-18;0;7
3hus;I;2019-07-08;2009-06-15;0;4
4wjp;D;2019-07-08;2014-10-01;0;12
5x54;C;2019-07-08;2017-02-14;0;4
5xmm;C;2019-07-08;2017-05-15;0;9
5vvx;D;2019-07-08;2017-05-21;0;4
5wkh;C;2019-07-08;2017-07-25;0;10
5tgl;A;2019-07-08;1991-10-30;0;265
5wje;B;2019-07-08;2017-07-21;0;4
5xcs;C;2019-07-08;2017-03-23;0;9
5wyi;E;2019-07-08;2017-01-13;0;8
5wzz;H;2019-07-08;2017-01-19;0;11
5vsg;A;2019-07-08;2017-05-11;0;6
5uhr;A;2019-07-08;2017-01-11;0;13
5vnf;D;2019-07-08;2017-04-30;0;5
5vao;F;2019-07-08;2017-03-27;0;11
5tsx;N;2019-07-08;2016-10-31;0;11
5xbk;E;2019-07-08;2017-03-20;0;4
5vvv;D;2019-07-08;2017-05-20;0;5
5vne;D;2019-07-08;2017-04-30;0;3
5xmf;C;2019-07-08;2017-05-15;0;9
5xxq;C;2019-07-08;2017-07-04;0;10
5y20;P;2019-07-08;2017-07-22;0;7
5wmp;C;2019-07-08;2017-07-30;0;10
5hed;B;2019-07-08;2016-01-05;0;8
4p3w;K;2019-07-08;2014-03-10;0;15
4p5h;Y;2019-07-08;2014-03-17;0;9
4v0w;D;2019-07-08;2014-09-18;0;22
5nf0;H;2019-07-08;2017-03-13;0;9
5m9d;B;2019-07-08;2016-11-01;0;16
5ig7;F;2019-07-08;2016-02-27;0;9
4aa2;P;2019-07-08;2011-11-30;0;6
5lak;K;2019-07-08;2016-06-14;0;3
4m9s;H;2019-07-08;2013-08-15;0;6
5ol0;C;2019-07-08;2017-07-26;0;8
5ib3;C;2019-07-08;2016-02-22;0;9
5hfb;B;2019-07-08;2016-01-06;0;6
5inc;E;2019-07-08;2016-03-07;0;9
4cc3;H;2019-07-08;2013-10-17;0;12
4qxb;E;2019-07-08;2014-07-19;0;13
4wci;F;2019-07-08;2014-09-04;0;10
5ls6;S;2019-07-08;2016-08-22;0;10
4l29;n;2019-07-08;2013-06-04;0;9
5n5t;P;2019-07-08;2017-02-14;0;8
5nq0;C;2019-07-08;2017-04-19;0;9
5t5o;h;2019-07-08;2016-08-31;0;5
5sxp;F;2019-07-08;2016-08-09;0;19
3olr;H;2019-07-08;2010-08-26;0;9
5h94;F;2019-07-08;2015-12-25;0;9
5im7;E;2019-07-08;2016-03-05;0;9
4k3r;E;2019-07-08;2013-04-11;0;5
5mgx;B;2019-07-08;2016-11-22;0;8
5nfu;C;2019-07-08;2017-03-16;0;4
5t70;C;2019-07-08;2016-09-02;0;10
3qla;F;2019-07-08;2011-02-02;0;10
5hf1;B;2019-07-08;2016-01-06;0;7
5ian;E;2019-07-08;2016-02-21;0;3
5ind;E;2019-07-08;2016-03-07;0;9
4hkc;B;2019-07-08;2012-10-15;0;8
3tbs;F;2019-07-08;2011-08-08;0;9
5mp5;K;2019-07-08;2016-12-15;0;7
5nj9;E;2019-07-08;2017-03-28;0;4
5luz;D;2019-07-08;2016-09-12;0;5
3d9n;Y;2019-07-08;2008-05-27;0;8
3c9q;L;2019-07-08;2008-02-18;0;3
3dox;P;2019-07-08;2008-07-07;0;4
5lug;E;2019-07-08;2016-09-08;0;7
5mzm;F;2019-07-08;2017-02-01;0;9
3vqm;Q;2019-07-08;2012-03-26;0;5
5n75;P;2019-07-08;2017-02-19;0;10
5npz;C;2019-07-08;2017-04-19;0;9
5t2s;D;2019-07-08;2016-08-24;0;9
5ib4;C;2019-07-08;2016-02-22;0;9
5iue;L;2019-07-08;2016-03-17;0;7
5nnp;I;2019-07-08;2017-04-10;0;4
5ib2;C;2019-07-08;2016-02-22;0;9
5hjd;D;2019-07-08;2016-01-13;0;7
5jhq;H;2019-07-08;2016-04-21;0;10
5kkl;D;2019-07-08;2016-06-21;0;8
5jfi;C;2019-07-08;2016-04-19;0;12
4wjq;D;2019-07-08;2014-10-01;0;12
5mcq;D;2019-07-08;2016-11-10;0;20
5n5r;P;2019-07-08;2017-02-14;0;9
5n5w;P;2019-07-08;2017-02-14;0;10
4akc;F;2019-07-08;2012-02-22;0;14
5ojt;A;2019-07-08;2017-07-24;0;6
5hyx;A;2019-07-08;2016-02-02;0;13
5hfe;B;2019-07-08;2016-01-06;0;8
5hz1;A;2019-07-08;2016-02-02;0;13
5hz0;A;2019-07-08;2016-02-02;0;13
5hz3;A;2019-07-08;2016-02-02;0;13
4y3b;D;2019-07-08;2015-02-10;0;6
4l1u;H;2019-07-08;2013-06-03;0;11
5gg4;E;2019-07-08;2016-06-15;0;11
5gsb;C;2019-07-08;2016-08-15;0;9
5f1i;O;2019-07-08;2015-11-30;0;9
5gr7;C;2019-07-08;2016-08-08;0;9
5gr8;J;2019-07-08;2016-08-08;0;17
5gr9;C;2019-07-08;2016-08-08;0;12
3lox;D;2019-07-08;2010-02-04;0;16
3vi1;C;2019-07-08;2011-09-13;0;6
5eu5;C;2019-07-08;2015-11-18;0;9
3wl9;C;2019-07-08;2013-11-08;0;10
5ekf;C;2019-07-08;2015-11-03;0;10
3ig6;C;2019-07-08;2009-07-27;0;9
3wnh;C;2019-07-08;2013-12-10;0;5
3phd;H;2019-07-08;2010-11-03;0;72
4k3q;E;2019-07-08;2013-04-11;0;5
4k74;D;2019-07-08;2013-04-16;0;6
5gsr;Q;2019-07-08;2016-08-17;0;9
1dsr;A;2019-07-08;1996-07-05;0;15
1a5h;D;2019-07-08;1998-02-17;0;7
1olc;B;2019-07-08;1995-09-10;0;4
1tny;Q;2019-07-08;2004-06-11;0;5
2a4q;D;2019-07-08;2005-06-29;0;16
2dwx;Q;2019-07-08;2006-08-21;0;8
2g8z;P;2019-07-08;2006-03-04;0;3
2je4;C;2019-07-08;2007-01-15;0;5
2llp;A;2019-07-08;2011-11-15;0;16
2obq;D;2019-07-08;2006-12-19;0;16
2oq6;C;2019-07-08;2007-01-31;0;7
2pw2;C;2019-07-08;2007-05-10;0;5
2q6w;F;2019-07-08;2007-06-05;0;12
2yyr;P;2019-07-08;2007-05-01;0;6
3fqu;C;2019-07-08;2009-01-07;0;9
3s4s;F;2019-07-08;2011-05-20;0;13
4lzf;B;2019-07-08;2013-07-31;0;12
2v86;D;2019-07-08;2007-08-02;0;8
4ch2;Q;2019-07-08;2013-11-28;0;8
4ezr;B;2019-07-08;2012-05-03;0;8
4fl5;P;2019-07-08;2012-06-14;0;8
4ezo;C;2019-07-08;2012-05-03;0;8
1agd;C;2019-07-08;1997-03-24;0;8
1cu4;P;2019-07-08;1999-08-20;0;10
1hdt;P;2019-07-08;1994-07-25;0;11
1qz0;D;2019-07-08;2003-09-15;0;6
1vad;P;2019-07-08;1994-11-01;0;9
2a6i;P;2019-07-08;2005-07-02;0;9
2an6;H;2019-07-08;2005-08-11;0;11
2fci;B;2019-07-08;2005-12-12;0;12
2fyy;C;2019-07-08;2006-02-08;0;11
2hpl;B;2019-07-08;2006-07-17;0;5
2od7;B;2019-07-08;2006-12-21;0;8
2uud;T;2019-07-08;2007-03-02;0;18
2z5m;B;2019-07-08;2007-07-14;0;10
3b80;C;2019-07-08;2007-10-31;0;5
3d9u;B;2019-07-08;2008-05-27;0;6
3fqn;C;2019-07-08;2009-01-07;0;10
3cqz;M;2019-07-08;2008-04-03;0;5
4gbx;E;2019-07-08;2012-07-28;0;10
4jx7;B;2019-07-08;2013-03-27;0;5
3tbw;J;2019-07-08;2011-08-08;0;9
4kv4;B;2019-07-08;2013-05-22;0;5
4z7n;J;2019-07-08;2015-04-07;0;4
4hy2;D;2019-07-08;2012-11-12;0;5
1ab9;D;2019-07-08;1997-02-05;0;5
1fv1;F;2019-07-08;2000-09-18;0;18
1by5;B;2019-07-08;1998-10-23;0;3
1nan;Q;2019-07-08;2002-11-28;0;8
1r9n;H;2019-07-08;2003-10-30;0;5
1ugw;B;2019-07-08;2003-06-22;0;16
2fib;B;2019-07-08;1997-06-03;0;4
2qqf;B;2019-07-08;2007-07-26;0;8
2mh5;A;2019-07-08;2013-11-18;0;23
2v87;D;2019-07-08;2007-08-02;0;9
3cvh;C;2019-07-08;2008-04-18;0;8
3e1i;H;2019-07-08;2008-08-04;0;4
3p4o;F;2019-07-08;2010-10-06;0;8
4cvx;F;2019-07-08;2014-03-31;0;9
4gvc;B;2019-07-08;2012-08-30;0;8
4z89;d;2019-07-08;2015-04-08;0;12
4hon;F;2019-07-08;2012-10-22;0;10
5dsc;Q;2019-07-08;2015-09-17;0;5
5dx0;I;2019-07-08;2015-09-23;0;9
1age;C;2019-07-08;1997-03-24;0;8
1awv;H;2019-07-08;1997-10-05;0;6
1eey;F;2019-07-08;2000-02-04;0;9
1ed3;F;2019-07-08;2000-01-26;0;13
1eyx;H;2019-07-08;2000-05-09;0;5
1eez;F;2019-07-08;2000-02-04;0;9
1fbv;B;2019-07-08;2000-07-17;0;9
1nrq;R;2019-07-08;1994-01-18;0;16
1n5z;Q;2019-07-08;2002-11-08;0;10
1f96;D;2019-07-08;2000-07-07;0;18
1hr9;R;2019-07-08;2000-12-21;0;8
1qse;C;2019-07-08;1999-06-21;0;9
1x27;J;2019-07-08;2005-04-20;0;6
2awu;C;2019-07-08;2005-09-02;0;3
2ght;C;2019-07-08;2006-03-27;0;5
2f9v;D;2019-07-08;2005-12-06;0;16
2fop;B;2019-07-08;2006-01-13;0;6
2hi8;P;2019-07-08;2006-06-29;0;5
2f9u;D;2019-07-08;2005-12-06;0;19
2igz;A;2019-07-08;2006-09-25;0;7
2g47;D;2019-07-08;2006-02-21;0;23
2q3c;B;2019-07-08;2007-05-30;0;4
2ox0;C;2019-07-08;2007-02-19;0;7
2qqg;B;2019-07-08;2007-07-26;0;7
2vnf;D;2019-07-08;2008-02-04;0;10
2w78;C;2019-07-08;2008-12-20;0;7
2w16;C;2019-07-08;2008-10-14;0;7
2zhr;D;2019-07-08;2008-02-08;0;7
3cww;D;2019-07-08;2008-04-23;0;4
3ddb;B;2019-07-08;2008-06-05;0;6
3fqw;C;2019-07-08;2009-01-07;0;9
3h32;N;2019-07-08;2009-04-15;0;5
4e67;B;2019-07-08;2012-03-15;0;6
4e9c;B;2019-07-08;2012-03-21;0;7
4jjq;B;2019-07-08;2013-03-08;0;4
4lkd;L;2019-07-08;2013-07-07;0;3
3szm;L;2019-07-08;2011-07-19;0;6
3ze2;J;2019-07-08;2012-12-03;0;6
4er4;I;2019-07-08;1991-01-05;0;8
4hab;D;2019-07-08;2012-09-26;0;5
3zni;B;2019-07-08;2013-02-14;0;9
3q4j;L;2019-07-08;2010-12-23;0;5
4hyb;C;2019-07-08;2012-11-13;0;7
4ouc;B;2019-07-08;2014-02-15;0;7
4g42;C;2019-07-08;2012-07-16;0;8
3wgx;C;2019-07-08;2013-08-13;0;7
4h3k;F;2019-07-08;2012-09-13;0;6
4k72;D;2019-07-08;2013-04-16;0;9
4z77;F;2019-07-08;2015-04-06;0;9
4lkl;B;2019-07-08;2013-07-08;0;6
1hte;C;2019-07-08;1994-04-29;0;4
1ltj;J;2019-07-08;2002-05-20;0;4
1ltj;I;2019-07-08;2002-05-20;0;4
1r5i;G;2019-07-08;2003-10-10;0;13
2gvf;D;2019-07-08;2006-05-02;0;16
2h6h;P;2019-07-08;2006-05-31;0;9
2fsa;P;2019-07-08;2006-01-21;0;6
2g3v;G;2019-07-08;2006-02-21;0;7
2ipk;C;2019-07-08;2006-10-12;0;13
2izq;A;2019-07-08;2006-07-26;0;14
2od9;B;2019-07-08;2006-12-21;0;7
2p7r;A;2019-07-08;2007-03-20;0;5
2pvc;D;2019-07-08;2007-05-09;0;7
2v3o;I;2019-07-08;2007-06-19;0;5
2x4x;D;2019-07-08;2010-02-02;0;12
2v83;D;2019-07-08;2007-08-02;0;9
2zl2;P;2019-07-08;2008-04-02;0;4
3biv;I;2019-07-08;2007-12-01;0;10
3bwa;C;2019-07-08;2008-01-08;0;8
3f9y;E;2019-07-08;2008-11-14;0;7
4k3p;E;2019-07-08;2013-04-11;0;5
4g5g;I;2019-07-08;2012-07-17;0;7
3uot;E;2019-07-08;2011-11-17;0;8
4kg9;B;2019-07-08;2013-04-29;0;7
3u5p;M;2019-07-08;2011-10-11;0;19
4iuu;C;2019-07-08;2013-01-21;0;8
5dwq;G;2019-07-08;2015-09-22;0;8
1cft;C;2019-07-08;1999-03-19;0;5
1bdk;A;2019-07-08;1995-07-28;0;9
1bbz;B;2019-07-08;1998-04-28;0;10
1ko6;D;2019-07-08;2001-12-20;0;6
1lgc;J;2019-07-08;1994-01-07;0;2
1ldp;Q;2019-07-08;1998-03-15;0;9
1h28;F;2019-07-08;2002-07-31;0;8
1tia;A;2019-07-08;1993-12-06;0;271
1tgl;A;2019-07-08;1990-02-05;0;265
2c7u;F;2019-07-08;2005-11-29;0;9
2foj;B;2019-07-08;2006-01-13;0;7
2iwb;B;2019-07-08;2006-06-27;0;4
2oi9;Q;2019-07-08;2007-01-10;0;9
2v1r;R;2019-07-08;2007-05-29;0;5
2ot0;G;2019-07-08;2007-02-07;0;4
2lto;B;2019-07-08;2012-05-30;0;13
2x4r;F;2019-07-08;2010-02-02;0;9
3c9n;C;2019-07-08;2008-02-18;0;9
2ian;C;2019-07-08;2006-09-08;0;15
4e9d;E;2019-07-08;2012-03-21;0;8
4bxr;C;2019-07-08;2013-07-15;0;12
4k3o;E;2019-07-08;2013-04-11;0;5
4oz6;B;2019-07-08;2014-02-14;0;4
4oo6;B;2019-07-08;2014-01-30;0;8
4cc2;D;2019-07-08;2013-10-17;0;10
4f56;D;2019-07-08;2012-05-11;0;7
3h9j;G;2019-07-08;2009-04-30;0;7
3ze1;J;2019-07-08;2012-12-03;0;6
3c6w;D;2019-07-08;2008-02-05;0;11
4g43;C;2019-07-08;2012-07-16;0;8
4lkf;C;2019-07-08;2013-07-07;0;3
1agc;C;2019-07-08;1997-03-24;0;8
1mcs;P;2019-07-08;1993-02-25;0;3
1lf8;H;2019-07-08;2002-04-10;0;7
1re3;H;2019-07-08;2003-11-06;0;4
1jui;S;2019-07-08;2001-08-24;0;10
1zfp;I;2019-07-08;1998-03-26;0;5
2f6j;P;2019-07-08;2005-11-29;0;6
2ih0;A;2019-07-08;2006-09-25;0;7
2od2;B;2019-07-08;2006-12-21;0;7
2rfi;P;2019-07-08;2007-09-30;0;8
2rjf;B;2019-07-08;2007-10-14;0;10
2v85;D;2019-07-08;2007-08-02;0;12
2x4o;F;2019-07-08;2010-02-02;0;9
3c5l;B;2019-07-08;2008-01-31;0;4
2xni;D;2019-07-08;2010-08-02;0;16
3d44;B;2019-07-08;2008-05-13;0;4
3buw;A;2019-07-08;2008-01-03;0;9
3fiv;I;2019-07-08;1997-07-09;0;4
4blb;H;2019-07-08;2013-05-02;0;9
4cug;F;2019-07-08;2014-03-18;0;9
4f74;C;2019-07-08;2012-05-15;0;4
4k7f;F;2019-07-08;2013-04-17;0;9
1k83;M;2019-07-07;2001-10-22;0;5
1ktr;P;2019-07-07;2002-01-17;0;4
1m1j;G;2019-07-07;2002-06-19;0;4
1juq;E;2019-07-07;2001-08-26;0;5
1dfz;A;2019-07-07;1999-11-22;0;7
1gvx;I;2019-07-07;2002-02-27;0;6
1jd6;B;2019-07-07;2001-06-12;0;8
1m1j;I;2019-07-07;2002-06-19;0;4
1h6e;P;2019-07-07;2001-06-12;0;10
1j4x;D;2019-07-07;2001-12-13;0;11
1n86;I;2019-07-07;2002-11-19;0;4
3ck0;P;2019-07-07;1999-06-14;0;8
1n86;G;2019-07-07;2002-11-19;0;3
1n6d;G;2019-07-07;2002-11-10;0;4
1o6p;C;2019-07-07;2002-10-10;0;4
1ffo;C;2019-07-07;2000-07-25;0;9
1g7p;P;2019-07-07;2000-11-13;0;9
1lwu;M;2019-07-07;2002-06-03;0;4
1n9u;A;2019-07-07;2002-11-26;0;10
1py1;E;2019-07-07;2003-07-07;0;7
1n4p;M;2019-07-07;2002-11-01;0;4
1s9v;C;2019-07-07;2004-02-05;0;11
1uoq;B;2019-07-07;2003-09-22;0;4
1q1a;B;2019-07-07;2003-07-18;0;10
1peg;P;2019-07-07;2003-05-21;0;7
1q3p;C;2019-07-07;2003-07-31;0;6
1rfi;C;2019-07-07;2003-11-10;0;5
1om9;P;2019-07-07;2003-02-25;0;11
1pyw;C;2019-07-07;2003-07-09;0;9
1h24;E;2019-07-07;2002-07-31;0;9
1ogt;C;2019-07-07;2003-05-13;0;9
1pq8;C;2019-07-07;2003-06-18;0;1
1nu8;D;2019-07-07;2003-01-31;0;3
1tvh;C;2019-07-07;2004-06-29;0;9
1w70;C;2019-07-07;2004-08-26;0;13
1xn3;I;2019-07-07;2004-10-04;0;14
1y1w;L;2019-07-07;2004-11-19;0;46
2aik;P;2019-07-07;2005-07-29;0;6
1xr8;C;2019-07-07;2004-10-14;0;9
1wcy;C;2019-07-07;2004-05-07;0;3
1yy6;B;2019-07-07;2005-02-23;0;8
1zms;B;2019-07-07;2005-05-10;0;7
2fdm;P;2019-07-07;2005-12-14;0;3
1vqk;4;2019-07-07;2004-12-16;0;1
1r1p;E;2019-07-07;2003-09-24;0;6
1rb8;J;2019-07-07;2003-11-03;0;29
1tvb;C;2019-07-07;2004-06-29;0;9
1xn2;E;2019-07-07;2004-10-04;0;10
1rk0;P;2019-07-07;2003-11-20;0;8
1ygu;C;2019-07-07;2005-01-05;0;4
1xr9;C;2019-07-07;2004-10-14;0;9
1xoc;B;2019-07-07;2004-10-06;0;9
1r9s;L;2019-07-07;2003-10-30;0;46
1szd;B;2019-07-07;2004-04-05;0;8
1szc;B;2019-07-07;2004-04-05;0;8
1xkh;I;2019-07-07;2004-09-29;0;7
2axf;C;2019-07-07;2005-09-05;0;10
3fvh;B;2019-07-07;2009-01-15;0;5
4qnz;B;2019-07-07;2014-06-19;0;4
3ghg;O;2019-07-07;2009-03-03;0;4
3iqg;P;2019-07-07;2009-08-20;0;4
3iqi;P;2019-07-07;2009-08-20;0;4
4cri;C;2019-07-07;2014-02-26;0;6
4lxl;D;2019-07-07;2013-07-30;0;8
4qo2;B;2019-07-07;2014-06-19;0;4
3hik;B;2019-07-07;2009-05-20;0;4
4qo0;F;2019-07-07;2014-06-19;0;4
3gjo;E;2019-07-07;2009-03-09;0;11
3hna;P;2019-07-07;2009-05-30;0;8
3ivq;C;2019-07-07;2009-09-01;0;8
4x3e;B;2019-07-07;2014-11-28;0;8
5a0x;C;2019-07-07;2015-04-23;0;7
4tt4;P;2019-07-07;2014-06-19;0;4
3ifl;P;2019-07-07;2009-07-24;0;7
4z7u;I;2019-07-07;2015-04-08;0;15
3mqr;B;2019-07-07;2010-04-28;0;4
4mjt;J;2019-07-07;2013-09-04;0;9
2why;B;2019-07-07;2009-05-07;0;8
4qum;B;2019-07-07;2014-07-10;0;8
4o56;B;2019-07-07;2013-12-19;0;8
4qx8;E;2019-07-07;2014-07-19;0;11
4twi;B;2019-07-07;2014-06-30;0;8
3hu6;C;2019-07-07;2009-06-13;0;6
3oa6;G;2019-07-07;2010-08-04;0;5
3mqs;D;2019-07-07;2010-04-28;0;7
4z0r;D;2019-07-07;2015-03-26;0;10
2mqs;B;2019-07-07;2014-06-26;0;35
2mwo;B;2019-07-07;2014-11-15;0;15
4nnd;C;2019-07-07;2013-11-17;0;6
4tk2;C;2019-07-07;2014-05-25;0;9
3eg1;C;2019-07-07;2008-09-10;0;10
3muk;D;2019-07-07;2010-05-03;0;7
5c6v;E;2019-07-07;2015-06-23;0;7
4u1m;C;2019-07-07;2014-07-15;0;9
3fol;P;2019-07-07;2008-12-30;0;8
4tk3;C;2019-07-07;2014-05-25;0;9
3ifn;P;2019-07-07;2009-07-24;0;6
5c1d;C;2019-07-07;2015-06-13;0;7
4r8m;C;2019-07-07;2014-09-02;0;5
4v11;B;2019-07-07;2014-09-22;0;10
3g2t;C;2019-07-07;2009-02-01;0;8
3l41;B;2019-07-07;2009-12-18;0;6
3kqi;B;2019-07-07;2009-11-17;0;6
4quh;D;2019-07-07;2014-07-10;0;5
4qx7;E;2019-07-07;2014-07-18;0;13
4tmp;B;2019-07-07;2014-06-02;0;8
4d69;O;2019-07-07;2014-11-10;0;4
3fom;P;2019-07-07;2008-12-30;0;8
3idi;C;2019-07-07;2009-07-21;0;5
3k27;B;2019-07-07;2009-09-29;0;7
4qxh;E;2019-07-07;2014-07-20;0;13
3nth;C;2019-07-07;2010-07-05;0;6
4tjx;B;2019-07-07;2014-05-25;0;3
5a0r;D;2019-07-07;2015-04-22;0;4
4rmi;B;2019-07-07;2014-10-21;0;3
4u1n;C;2019-07-07;2014-07-15;0;9
4ckq;C;2019-07-07;2014-01-07;0;4
4qxc;E;2019-07-07;2014-07-19;0;13
3ij0;B;2019-07-07;2009-08-03;0;5
5e50;C;2019-07-07;2015-10-07;0;7
5deg;C;2019-07-07;2015-08-25;0;9
3osz;B;2019-07-07;2010-09-10;0;10
5de5;B;2019-07-07;2015-08-25;0;14
5dms;B;2019-07-07;2015-09-09;0;5
5e8f;D;2019-07-07;2015-10-14;0;4
3psl;C;2019-07-07;2010-12-01;0;4
2kv6;C;2019-07-07;2010-03-08;0;4
3lkq;C;2019-07-07;2010-01-27;0;9
4wph;C;2019-07-07;2014-10-18;0;10
4wpi;C;2019-07-07;2014-10-18;0;10
3os5;B;2019-07-07;2010-09-08;0;8
5dmv;D;2019-07-07;2015-09-09;0;12
3p9y;E;2019-07-07;2010-10-18;0;5
3jtt;C;2019-07-07;2009-09-14;0;9
3o41;C;2019-07-07;2010-07-26;0;9
4ygy;C;2019-07-07;2015-02-26;0;3
4z1r;A;2019-07-07;2015-03-27;0;27
4zxl;H;2019-07-07;2015-05-20;0;4
2kpz;B;2019-07-06;2009-10-23;0;9
4w8h;D;2019-07-06;2014-08-24;0;4
3qnj;C;2019-07-06;2011-02-08;0;8
3ots;P;2019-07-06;2010-09-13;0;7
5eu3;C;2019-07-06;2015-11-18;0;9
5eu6;C;2019-07-06;2015-11-18;0;9
5ex0;D;2019-07-06;2015-11-23;0;9
5ex3;D;2019-07-06;2015-11-23;0;7
3p36;B;2019-07-06;2010-10-04;0;7
4y2g;B;2019-07-06;2015-02-09;0;7
3rc5;B;2019-07-06;2011-03-30;0;7
5ds8;P;2019-07-06;2015-09-17;0;4
5brz;C;2019-07-06;2015-06-01;0;9
5e0m;C;2019-07-06;2015-09-29;0;9
5j19;C;2019-07-06;2016-03-29;0;9
4yjl;G;2019-07-06;2015-03-03;0;13
3rc4;B;2019-07-06;2011-03-30;0;6
4z7o;G;2019-07-06;2015-04-07;0;4
3ryb;B;2019-07-06;2011-05-11;0;9
5icv;C;2019-07-06;2016-02-23;0;4
2xqq;E;2019-07-06;2010-09-07;0;6
5el5;1B;2019-07-06;2015-11-04;0;23
3p2z;B;2019-07-06;2010-10-04;0;6
4y6l;C;2019-07-06;2015-02-13;0;7
3qzs;C;2019-07-06;2011-03-07;0;8
5dtf;P;2019-07-06;2015-09-18;0;4
5dub;P;2019-07-06;2015-09-18;0;4
2la5;B;2019-07-06;2011-03-03;0;17
4ysi;B;2019-07-06;2015-03-17;0;8
3p37;D;2019-07-06;2010-10-04;0;9
5am8;P;2019-07-06;2015-03-10;0;2
5e0l;C;2019-07-06;2015-09-29;0;11
3tsz;B;2019-07-06;2011-09-13;0;10
5i4l;E1;2019-07-06;2016-02-12;0;71
5hjb;B;2019-07-06;2016-01-12;0;8
5hjc;B;2019-07-06;2016-01-13;0;9
3tg5;B;2019-07-06;2011-08-17;0;8
3sna;H;2019-07-06;2011-06-29;0;4
5hau;1x;2019-07-06;2015-12-30;0;19
3s7d;I;2019-07-06;2011-05-26;0;5
3rz2;C;2019-07-06;2011-05-11;0;9
5fpx;E;2019-07-06;2015-12-03;0;7
5fcj;E1;2019-07-06;2015-12-15;0;71
5f2u;C;2019-07-06;2015-12-02;0;4
5c0i;C;2019-07-06;2015-06-12;0;10
4zuu;C;2019-07-06;2015-05-17;0;9
5c0e;C;2019-07-06;2015-06-12;0;10
5c09;C;2019-07-06;2015-06-12;0;10
3gi0;C;2019-07-06;2009-03-04;0;5
5dc3;E1;2019-07-06;2015-08-23;0;71
5aul;B;2019-07-06;2015-04-28;0;6
3tfk;B;2019-07-06;2011-08-15;0;9
3u5o;I;2019-07-06;2011-10-11;0;20
3sqd;C;2019-07-06;2011-07-05;0;10
3swc;P;2019-07-06;2011-07-13;0;9
3t6r;D;2019-07-06;2011-07-29;0;5
5svz;B;2019-07-06;2016-08-08;0;8
3zzy;C;2019-07-06;2011-09-06;0;8
4a0l;F;2019-07-06;2011-09-09;0;21
3tf7;B;2019-07-06;2011-08-15;0;9
3qq4;C;2019-07-05;2011-02-15;0;9
3qq3;C;2019-07-05;2011-02-15;0;9
5jhn;F;2019-07-05;2016-04-21;0;8
5jiy;F;2019-07-05;2016-04-22;0;8
5jbq;B;2019-07-05;2016-04-13;0;7
3asl;B;2019-07-05;2010-12-16;0;9
5ggp;C;2019-07-05;2016-06-16;0;5
2y5t;F;2019-07-05;2011-01-17;0;26
2l6j;B;2019-07-05;2010-11-22;0;5
3avz;B;2019-07-05;2011-03-09;0;3
4dxu;B;2019-07-05;2012-02-28;0;6
4dfw;D;2019-07-04;2012-01-24;0;3
3v79;R;2019-07-04;2011-12-20;0;19
3rl2;C;2019-07-03;2011-04-19;0;10
5ttw;B;2019-07-03;2016-11-04;0;4
5t5p;a;2019-07-03;2016-08-31;0;3
5tbn;C;2019-07-03;2016-09-12;0;11
5t5j;a;2019-07-03;2016-08-31;0;4
5t5l;a;2019-07-03;2016-08-31;0;3
2ydq;T;2019-07-03;2011-03-24;0;6
2ydr;P;2019-07-03;2011-03-24;0;8
4g1c;D;2019-07-03;2012-07-10;0;5
4fjp;B;2019-07-03;2012-06-12;0;6
4for;B;2019-07-03;2012-06-21;0;6
5h7h;B;2019-07-03;2016-11-18;0;4
5hff;B;2019-07-03;2016-01-06;0;8
